source,relation,target
CAPEC-260,maps_to,T1071
CVE-2026-12117,affects,Devolutions:Devolutions Server
CVE-2026-20262,affects,Cisco:Cisco Catalyst SD-WAN Manager
CAPEC-211,maps_to,T1017
CAPEC-519,maps_to,T1033
CVE-2026-49109,has_weakness,CWE-502
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-FT25VGK2-SC1
CVE-2026-12249,has_weakness,CWE-348
CAPEC-636,maps_to,T1564.008
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-RZ25VUB-SC1
CVE-2026-49205,affects,thorsten:phpMyFAQ
CAPEC-678,maps_to,T1019
CVE-2026-12580,affects,Digiwin:EasyFlow .NET
CVE-2016-20083,has_weakness,CWE-352
CVE-2026-0161,has_weakness,CWE-787
CVE-2026-42665,has_weakness,CWE-89
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN35VG2B-A3
CAPEC-389,maps_to,T1683
CVE-2026-54194,has_weakness,CWE-502
CVE-2026-39480,affects,Inisev:Backup Migration
CVE-2026-56341,affects,AVideo:AVideo
T1087.002,mitigated_by,Operating System Configuration
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AY42VGKP-ET1
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AP80VGKD-A2
CAPEC-190,maps_to,T1564.001
CAPEC-111,maps_to,T1563
CAPEC-166,maps_to,T1187
CWE-284,mapped_to,CAPEC-441
CVE-2026-12438,affects,Google:Chrome
CAPEC-478,maps_to,T1222.001
CVE-2026-8918,affects,ASUS:Armoury Crate
T1092,mitigated_by,Operating System Configuration
T1189,mitigated_by,User Training
CAPEC-272,maps_to,T1024
CVE-2026-48991,affects,XianYuLauncher:XianYuLauncher
T1588.001,mitigated_by,Pre-compromise
CAPEC-531,maps_to,T1195.003
CAPEC-550,maps_to,T1194
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AY42VGK2-ET2
T1558.004,mitigated_by,Password Policies
CVE-2026-12806,affects,Edimax:BR-6478AC V2
T1505.001,mitigated_by,Code Signing
CWE-642,mapped_to,CAPEC-21
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-BXV5624S-W
CWE-1313,mapped_to,CAPEC-121
CVE-2026-10640,has_weakness,CWE-416
CAPEC-470,maps_to,T1049
CAPEC-535,maps_to,T1156
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-XK7126S-W
CAPEC-500,maps_to,T1055
CAPEC-148,maps_to,T1557.003
CVE-2026-9307,affects,Rockwell Automation:CompactLogix 5370
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-X5625S-W
CAPEC-326,maps_to,T1021.002
CVE-2026-12311,affects,Mozilla:Thunderbird
CAPEC-598,maps_to,T1134.004
CAPEC-57,maps_to,T1569.003
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-GZT09VAK
CAPEC-511,maps_to,T1574.007
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN35VG3W-ET1
T1555.005,mitigated_by,User Training
CVE-2026-35275,has_weakness,CWE-284
CAPEC-17,maps_to,T1204.004
CVE-2026-35269,has_weakness,CWE-284
CWE-300,mapped_to,CAPEC-662
CVE-2026-48908,has_weakness,CWE-284
CVE-2026-0063,affects,Google:Android
CAPEC-656,maps_to,T1566.001
T1003.006,mitigated_by,Password Policies
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-FT25VGK-E1
CVE-2026-12581,affects,Digiwin:EasyFlow .NET
CAPEC-75,maps_to,T1003.007
CAPEC-578,maps_to,T1003.002
CAPEC-424,maps_to,T1593.001
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AP60VGK-E1
CAPEC-440,maps_to,T1219.003
CAPEC-454,maps_to,T1023
CAPEC-555,maps_to,T1219.003
CAPEC-585,maps_to,T1098.007
CVE-2026-46806,has_weakness,CWE-601
CAPEC-455,maps_to,T1200
CVE-2026-56307,has_weakness,CWE-670
CVE-2026-2604,affects,GNOME:Evolution Data Server
CVE-2025-69120,affects,ThemeREX:Dazzle
CVE-2026-56266,affects,Crawl4AI:Crawl4AI
CAPEC-135,maps_to,T1590
CAPEC-458,maps_to,T1055.011
CAPEC-182,maps_to,T1055
CAPEC-325,maps_to,T1196
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN50VG2B-ET3
CAPEC-595,maps_to,T1126
T1593.001,mitigated_by,Pre-compromise
CAPEC-168,maps_to,T1562.002
CVE-2026-56021,affects,Webmin:Webmin
CAPEC-410,maps_to,T1217
CAPEC-108,maps_to,T1690
CWE-471,mapped_to,CAPEC-387
CAPEC-30,maps_to,T1677
CWE-697,mapped_to,CAPEC-88
CAPEC-465,maps_to,T1090
CVE-2026-39196,has_weakness,CWE-89
CAPEC-54,maps_to,T1569.003
CAPEC-235,maps_to,T1601.002
CVE-2026-56109,has_weakness,CWE-415
T1204.002,mitigated_by,Behavior Prevention on Endpoint
CAPEC-580,maps_to,T1044
CWE-306,mapped_to,CAPEC-62
CAPEC-234,maps_to,T1574.004
CAPEC-211,maps_to,T1095
CAPEC-259,maps_to,T1671
CVE-2025-69142,affects,ThemeREX:Abelle
CAPEC-575,maps_to,T1136.001
CAPEC-180,maps_to,T1148
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZW7121S-W
CVE-2026-40733,has_weakness,CWE-502
T1133,mitigated_by,Disable or Remove Feature or Program
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN50VG2V-EN1
T1556.006,mitigated_by,Multi-factor Authentication
CAPEC-537,maps_to,T1195.003
T1686,mitigated_by,Audit
CAPEC-531,maps_to,T1600.002
CAPEC-610,maps_to,T1055.011
CAPEC-454,maps_to,T1546.004
T1669,mitigated_by,Multi-factor Authentication
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-FT50VGK-E1
CAPEC-522,maps_to,T1200
CVE-2026-10829,affects,Moxa:NPort W2150A/W2250A Series
T1601,mitigated_by,Code Signing
CAPEC-2,maps_to,T1036.010
T1558.001,mitigated_by,Privileged Account Management
CAPEC-215,maps_to,T1218.015
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-BT20VGK-ER2
CAPEC-536,maps_to,T1592.004
CVE-2026-49074,has_weakness,CWE-79
CVE-2016-20080,affects,Brandfolder:Brandfolder
CWE-1245,mapped_to,CAPEC-74
CWE-319,mapped_to,CAPEC-383
CAPEC-220,maps_to,T1565.001
CAPEC-478,maps_to,T1037.001
T1550.002,mitigated_by,User Account Management
CAPEC-235,maps_to,T1501
CAPEC-593,maps_to,T1563.001
CVE-2026-47241,affects,ruby:net-imap
CAPEC-665,maps_to,T1068
CAPEC-653,maps_to,T1686
CVE-2026-11858,has_weakness,CWE-862
T1218,mitigated_by,Execution Prevention
CAPEC-185,maps_to,T1592.002
CVE-2026-0158,affects,Google:Android
CVE-2026-46825,has_weakness,CWE-284
T1550.002,mitigated_by,Privileged Account Management
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZD2823S-W
CAPEC-692,maps_to,T1134.004
CVE-2026-39594,has_weakness,CWE-862
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-EM6323E3S-W
T1195.001,mitigated_by,Vulnerability Scanning
CAPEC-550,maps_to,T1569
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV4022S-W-1
CWE-185,mapped_to,CAPEC-79
T1003,mitigated_by,Privileged Account Management
T1539,mitigated_by,Multi-factor Authentication
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AY20VGKP2-E2
CAPEC-248,maps_to,T1055.001
CAPEC-200,maps_to,T1070.005
CAPEC-325,maps_to,T1548.002
CAPEC-595,maps_to,T1049
CVE-2026-35324,has_weakness,CWE-284
CVE-2026-12303,affects,Mozilla:Thunderbird
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-FZ8020S-W
CVE-2025-2669,has_weakness,CWE-295
CAPEC-412,maps_to,T1496.004
CAPEC-487,maps_to,T1499.002
CAPEC-550,maps_to,T1526
CVE-2026-40751,affects,Mikado-Themes:Ashtanga
CAPEC-17,maps_to,T1204.002
CAPEC-23,maps_to,T1134.005
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV3622-W
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN25VG2R-ET2
CAPEC-547,maps_to,T1109
CAPEC-549,maps_to,T1648
CVE-2026-48990,has_weakness,CWE-400
CAPEC-412,maps_to,T1021
T1213.005,mitigated_by,Audit
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-HR50VFK2-ET2
CVE-2026-12807,has_weakness,CWE-74
CVE-2026-9375,affects,urllib3:urllib3/urllib3
CVE-2026-10638,affects,zephyrproject:zephyr
CAPEC-638,maps_to,T1175
CVE-2026-9258,has_weakness,CWE-295
CVE-2026-52699,has_weakness,CWE-639
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AP71VGK-ET1
CVE-2026-11777,affects,10web:Form Maker by 10Web – Mobile-Friendly Drag & Drop Contact Form Builder
T1602.002,mitigated_by,Update Software
CVE-2026-49252,has_weakness,CWE-1321
CVE-2017-20256,affects,Joomplace:Survey Force Deluxe
CVE-2026-48715,affects,radvd-project:radvdump
CAPEC-228,maps_to,T1055.011
CVE-2026-11931,affects,AWS:Kiro IDE
CAPEC-534,maps_to,T1156
CAPEC-150,maps_to,T1613
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AP15VGK-ER2
CAPEC-167,maps_to,T1684
CAPEC-561,maps_to,T1037.001
CVE-2026-12812,affects,Radware:Cyber Controller
CVE-2026-49346,affects,strukturag:libde265
CVE-2026-9261,affects,Canon Inc.:EOS Network Setting Tool for macOS
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-RZ25VU-SC1
CAPEC-653,maps_to,T1053.006
CVE-2026-10852,has_weakness,CWE-476
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV6321S-W
CVE-2026-11745,affects,LY Corporation:Central Dogma
T1072,mitigated_by,Password Policies
CVE-2025-69109,has_weakness,CWE-98
CAPEC-260,maps_to,T1040
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZW3621-W
CAPEC-560,maps_to,T1584.001
CAPEC-560,maps_to,T1606
CAPEC-697,maps_to,T1557.003
CWE-20,mapped_to,CAPEC-43
CVE-2026-12218,has_weakness,CWE-121
T1204.003,mitigated_by,User Training
CVE-2026-49339,has_weakness,CWE-639
CAPEC-23,maps_to,T1683.001
CVE-2026-40766,has_weakness,CWE-89
CAPEC-54,maps_to,T1033
CAPEC-385,maps_to,T1084
CVE-2026-3195,affects,Red Hat:Red Hat OpenShift Container Platform 4
CWE-1342,mapped_to,CAPEC-696
CAPEC-578,maps_to,T1195.002
CVE-2025-32437,has_weakness,CWE-400
CVE-2026-54286,affects,honojs:hono
CVE-2026-46951,has_weakness,CWE-269
CWE-204,mapped_to,CAPEC-331
T1591.004,mitigated_by,Pre-compromise
CAPEC-590,maps_to,T1599.001
CAPEC-445,maps_to,T1017
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-NXV2225-W
CAPEC-278,maps_to,T1133
CAPEC-552,maps_to,T1218.004
CAPEC-545,maps_to,T1542.001
CAPEC-431,maps_to,T1608.004
CAPEC-133,maps_to,T1163
CAPEC-234,maps_to,T1055.013
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV3623-W
CAPEC-248,maps_to,T1546.012
CVE-2026-12294,affects,Mozilla:Thunderbird
CVE-2026-42089,has_weakness,CWE-829
CAPEC-563,maps_to,T1204.004
CWE-200,mapped_to,CAPEC-306
CAPEC-121,maps_to,T1203
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN35VG2R-ET5
CAPEC-519,maps_to,T1007
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF18VGKS-E2
CAPEC-98,maps_to,T1192
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF50VGK2W-ET2
CAPEC-194,maps_to,T1036.005
CVE-2026-35270,has_weakness,CWE-284
CAPEC-57,maps_to,T1019
CVE-2026-10023,affects,"dokaninc:Dokan: AI Powered WooCommerce Multivendor Marketplace Solution – Build Your Own Amazon, eBay, Etsy"
CAPEC-663,maps_to,T1204
CAPEC-257,maps_to,T1580
CVE-2026-46972,affects,Oracle Corporation:Oracle Outsourced Mfg for Discrete Industries
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN60VG2R-E1
CVE-2026-55738,has_weakness,CWE-170
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZW8022S-T-2
CAPEC-545,maps_to,T1562.012
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN60VG2R-ET1
CAPEC-673,maps_to,T1505
CWE-74,mapped_to,CAPEC-28
CWE-209,mapped_to,CAPEC-7
CAPEC-624,maps_to,T1055.011
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN35VG2W-E5
T1036,mitigated_by,User Training
CAPEC-108,maps_to,T1027.010
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AP80VGKD2-A2
CVE-2026-53865,affects,OpenClaw:OpenClaw
CAPEC-383,maps_to,T1027
CWE-1265,mapped_to,CAPEC-74
CVE-2026-49080,has_weakness,CWE-89
CAPEC-449,maps_to,T1070.010
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN60VGV-ER1
CVE-2026-46895,affects,Oracle Corporation:Oracle Enterprise Command Center Framework
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-FD8026S-W
T1595.003,mitigated_by,Disable or Remove Feature or Program
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-FZV80F1S-W
CAPEC-278,maps_to,T1494
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF22VGKW-ET1
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF25VGKDW-A1
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZD8022S-W-1
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-HXV7123S-W
CAPEC-168,maps_to,T1037.001
CVE-2026-12539,affects,Docker:Docker Sandboxes
CAPEC-240,maps_to,T1613
CVE-2026-49344,has_weakness,CWE-359
CAPEC-463,maps_to,T1689
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-JXV3625-W
CVE-2026-11942,affects,Akaunting:Akaunting
CVE-2026-54267,has_weakness,CWE-79
CVE-2026-39006,has_weakness,CWE-284
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-HR50VFK-ER2
CAPEC-252,maps_to,T1055.005
CVE-2026-46952,has_weakness,CWE-287
CVE-2026-46892,has_weakness,CWE-306
CAPEC-57,maps_to,T1016
CVE-2016-20070,affects,dwbooster:Booking Calendar Contact Form
CVE-2026-50643,has_weakness,CWE-125
CVE-2026-42380,has_weakness,CWE-502
CVE-2026-12328,has_weakness,CWE-120
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZW4026S-W
CVE-2026-55205,affects,nesquena:hermes-webui
T1078,mitigated_by,Multi-factor Authentication
CAPEC-478,maps_to,T1001.003
CWE-284,mapped_to,CAPEC-558
T1557,mitigated_by,Network Intrusion Prevention
T1195.001,mitigated_by,Limit Software Installation
CAPEC-72,maps_to,T1132
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN35VG2B-ET1
CAPEC-673,maps_to,T1063
CAPEC-497,maps_to,T1033
CVE-2026-42665,affects,Passionate Programmer Peter:WP Data Access
CAPEC-9,maps_to,T1136.001
CAPEC-120,maps_to,T1036.007
CVE-2026-49066,affects,Conekta Group:Conekta Payment Gateway
CAPEC-234,maps_to,T1184
CAPEC-226,maps_to,T1003
CAPEC-180,maps_to,T1527
CVE-2025-59560,affects,SONAAR MUSIC:Sonaar
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV6322S-T
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF50VGK2S-E2
CVE-2026-39435,affects,bgermann:CformsII
CAPEC-694,maps_to,T1497.001
CAPEC-17,maps_to,T1081
T1543.002,mitigated_by,Privileged Account Management
CAPEC-277,maps_to,T1071.003
CWE-441,mapped_to,CAPEC-465
CAPEC-485,maps_to,T1502
CVE-2019-25757,has_weakness,CWE-89
CWE-128,mapped_to,CAPEC-92
CAPEC-561,maps_to,T1047
CWE-78,mapped_to,CAPEC-6
T1566.001,mitigated_by,Network Intrusion Prevention
CAPEC-98,maps_to,T1598
CVE-2026-39523,has_weakness,CWE-98
CAPEC-183,maps_to,T1070.003
CAPEC-564,maps_to,T1045
CAPEC-678,maps_to,T1543
T1685.005,mitigated_by,Remote Data Storage
CAPEC-677,maps_to,T1195.002
CVE-2025-69114,affects,ThemeREX:MaxiNet
T1001.001,mitigated_by,Network Intrusion Prevention
T1683,mitigated_by,Pre-compromise
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-R5624S-W
CVE-2026-42659,affects,Nasir Ahmed:Advanced Form Integration
T1609,mitigated_by,Limit Access to Resource Over Network
CAPEC-310,maps_to,T1045
CVE-2026-10850,affects,Plane:Plane
CAPEC-446,maps_to,T1204.002
CVE-2026-12539,has_weakness,CWE-665
T1578,mitigated_by,User Account Management
CWE-74,mapped_to,CAPEC-267
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZW5622S-W-2
CVE-2017-20260,affects,Weborange:Price Alert
CVE-2026-12770,affects,BerriAI:litellm
CAPEC-462,maps_to,T1593
CVE-2026-40726,has_weakness,CWE-862
CVE-2026-39507,affects,Themeisle:Social Slider Feed
CAPEC-277,maps_to,T1565.001
CVE-2026-40455,has_weakness,CWE-89
CVE-2026-39438,affects,Emraan Cheema:ListingPro
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AP25VGKD2-A1
CAPEC-54,maps_to,T1027
CWE-1320,mapped_to,CAPEC-180
CVE-2026-46965,has_weakness,CWE-284
CAPEC-550,maps_to,T1130
CAPEC-51,maps_to,T1574.011
CAPEC-234,maps_to,T1055.012
CAPEC-516,maps_to,T1542.002
CAPEC-609,maps_to,T1034
CAPEC-183,maps_to,T1221
CAPEC-694,maps_to,T1019
CAPEC-278,maps_to,T1048.001
CAPEC-555,maps_to,T1074.002
CAPEC-98,maps_to,T1194
CAPEC-220,maps_to,T1048.002
CVE-2025-71358,affects,picklescan:picklescan
CAPEC-478,maps_to,T1046
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-EM40E3S-W
CAPEC-277,maps_to,T1098
CAPEC-264,maps_to,T1493
CAPEC-586,maps_to,T1221
CVE-2026-54269,has_weakness,CWE-674
CVE-2026-0063,has_weakness,CWE-269
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV2222-T-2
CVE-2026-39546,has_weakness,CWE-266
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-AP71VGK-ER4
CAPEC-110,maps_to,T1055.001
CAPEC-575,maps_to,T1136.002
CAPEC-326,maps_to,T1070.001
CVE-2026-48838,affects,WPExperts:Post SMTP
CAPEC-549,maps_to,T1680
CAPEC-196,maps_to,T1563
CAPEC-551,maps_to,T1007
CVE-2026-48776,affects,langchain-ai:langchain-ai
CAPEC-249,maps_to,T1178
CAPEC-65,maps_to,T1190
CVE-2026-35282,affects,Oracle Corporation:Oracle WebCenter Enterprise Capture
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-RK3626-W
CAPEC-242,maps_to,T1055.002
CWE-113,mapped_to,CAPEC-34
CVE-2026-35325,has_weakness,CWE-284
T1021,mitigated_by,User Account Management
CWE-306,mapped_to,CAPEC-166
CAPEC-185,maps_to,T1072
CAPEC-168,maps_to,T1028
CAPEC-625,maps_to,T1078.001
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-BKR7123S-W
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-HXV6326S-W
CVE-2026-48714,has_weakness,CWE-1321
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (for Japan) MSZ-ZXV7122S-W-1
CVE-2026-8494,affects,mbis:Permalink Manager Lite
CAPEC-549,maps_to,T1548.004
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN20VG4FB-E1
CAPEC-196,maps_to,T1092
CVE-2026-40641,has_weakness,CWE-327
CVE-2026-39445,affects,PressLayouts:Alukas
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-LN18VG2W-E3
CAPEC-682,maps_to,T1542.002
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Heat Pump Water Heaters / HEMS-Compatible Adapters / Wireless LAN Adapters (for Japan) RMCB-F6SE-T
CVE-2026-0164,affects,Google:Android
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Refrigerators (for Japan) MR-WZ55N
CAPEC-405,maps_to,T1591
CAPEC-248,maps_to,T1562.003
CWE-352,mapped_to,CAPEC-462
CVE-2026-12725,affects,Red Hat:Red Hat Enterprise Linux 9
T1021.006,mitigated_by,Network Segmentation
CAPEC-383,maps_to,T1590
CAPEC-13,maps_to,T1574.007
CWE-117,mapped_to,CAPEC-81
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF50VGKS-E1
CVE-2026-56316,affects,Cap-go:capgo
CAPEC-555,maps_to,T1219.002
CAPEC-516,maps_to,T1546.015
T1564,mitigated_by,Audit
CVE-2026-50555,has_weakness,CWE-79
CAPEC-259,maps_to,T1546.011
CAPEC-258,maps_to,T1017
CVE-2026-11791,has_weakness,CWE-416
CAPEC-162,maps_to,T1564.005
CVE-2026-22329,has_weakness,CWE-79
CWE-96,mapped_to,CAPEC-35
CVE-2026-12529,affects,SourceCodester:CET Automated Grading System with AI Predictive Analytics
CWE-770,mapped_to,CAPEC-488
CWE-1232,mapped_to,CAPEC-166
CAPEC-412,maps_to,T1050
CVE-2026-39451,affects,jgwhite33:WP Google Review Slider
CAPEC-692,maps_to,T1053.006
CVE-2026-5667,affects,Mitsubishi Electric Corporation:Room Air Conditioners (outside Japan) MSZ-EF22VGKW-ER2
